customer_number,berlangganan_deposito
639476,0.9794741615802169
964667,0.9768426429229884
803353,0.9718316839250647
234831,0.9687713457286391
649468,0.9667288182901232
854992,0.9656536043658548
137499,0.9639039858619897
839604,0.9631646653945573
372634,0.9627586070972987
851658,0.9584721089547755
271052,0.9580912408959104
571017,0.9570928631532155
642460,0.956894399386981
101921,0.9555752984665463
971758,0.955184408658466
758564,0.9467748001617071
963981,0.9449341986504013
752091,0.9444807416925198
284252,0.9434480927308192
110682,0.9408103550718225
613068,0.9398741583385576
499141,0.9397274529476349
392600,0.9394211750863911
687587,0.9393945942272657
552688,0.9368476403446916
931516,0.9345552267790891
271805,0.9329042838458614
171112,0.9255315493323808
373512,0.9227989766830487
284049,0.9201599489395951
711413,0.9197133542685781
914877,0.9185734849536195
166739,0.9183041152667053
278165,0.9165180626056003
280330,0.9157459809970201
764804,0.9153555553658991
491323,0.9153467933406805
255911,0.9125087836245354
927444,0.9122750804615796
815631,0.9115398825063112
931973,0.9113847732725487
510296,0.9079896196054551
769817,0.9077114139453197
667867,0.9065608848961216
201370,0.9052827341926966
452537,0.9036457405882437
866592,0.9036457405882437
113787,0.9036457405882437
159217,0.9032833335852309
206907,0.9015051153090412
185077,0.9004050817918302
906213,0.9001260556742223
735226,0.8986759144575488
205477,0.8970789898699273
308180,0.8964220015321426
597444,0.8963898804520003
763035,0.8948776292514051
531282,0.8930264340392426
623306,0.8896256042581463
355823,0.8882251298221995
498054,0.8874725722636643
329629,0.8862760253021862
267464,0.8858266007900426
649145,0.8842813649035125
762735,0.8835314291782052
884682,0.8833236838087478
623292,0.8832689616495402
426816,0.8807998926967071
255646,0.8807800015696543
156228,0.8797619722662295
268355,0.8793492867754057
232710,0.8787229364219683
902979,0.8762946226501473
190848,0.8751400412506827
199498,0.8751217410948039
927943,0.8744152161017912
562381,0.8741284415685207
615589,0.8716724715970352
182840,0.8714729215145078
289739,0.8713481689310311
298642,0.8669314218816526
620716,0.8633115751520419
794380,0.8615764856409797
387586,0.8606830517947281
302011,0.859363302752786
389765,0.8592726651260143
276813,0.85619312234634
214976,0.8538460708002346
538802,0.8536562882483413
902609,0.8527413252528618
810870,0.8519640680347902
575794,0.8516980646297908
992095,0.8477913148458183
146998,0.845887252440424
895149,0.8458423318931179
494854,0.8444780267331784
125987,0.8440850252784552
995158,0.8436992674965962
191166,0.8423644036781504
374073,0.8421662211259386
335126,0.841382976515138
240908,0.8409146038241356
932802,0.8403833260497987
550841,0.8393602346001119
867754,0.8389334061998696
205418,0.8380424346154034
940723,0.8360554301313681
764725,0.8350003708099044
308241,0.8343411854432623
484324,0.8330525457436222
277174,0.8313232677900891
273368,0.8304086612549977
183560,0.8298402554005512
978162,0.8293366894269665
757014,0.8280702369303365
677001,0.8273324514829465
964045,0.8271727299296611
296954,0.8268132099579985
181282,0.8263638846264929
327029,0.826239668729609
268030,0.8246221770827771
121010,0.8229033250894782
640308,0.8219654587653582
652792,0.8215547714510864
809150,0.821387154531879
263547,0.8200126295135033
152544,0.8189022811384945
103998,0.8187459603089106
979210,0.817644350553455
512879,0.8175858810482515
490388,0.8175481617585231
241287,0.8175360753992051
780521,0.8174081942552887
750141,0.8152413626697047
385403,0.8140815136912256
665637,0.8135991924099257
843645,0.8133497144796775
518613,0.8117076043355731
616794,0.8113027278662908
112831,0.8093500902633579
639811,0.8083427927997946
605613,0.8077899419476374
293139,0.8057659596623907
225225,0.8028492206741944
246540,0.8025026727188223
135789,0.8021510382483965
314571,0.8016112343373654
814606,0.8013129049242886
729890,0.8012465069497112
782648,0.8004422608822952
538155,0.8003312033414614
646465,0.8003088965878065
684366,0.7997143555574675
140121,0.7987772337706933
364446,0.7986409891484028
761571,0.797251657206995
887939,0.7937945003935409
501710,0.7935632709024705
701739,0.7934039173236893
790398,0.7925273200065932
236682,0.7925058206322733
228584,0.7909390636040572
801340,0.7906996745273456
976333,0.7901746847270636
737948,0.7896504973985907
598727,0.7890299805767371
415825,0.7883376905208865
656761,0.7882515430185499
465701,0.7872881302656491
744042,0.7867172606849496
661547,0.7866857673420296
237906,0.786642735814559
732217,0.7863253990745307
974186,0.7856293646715009
169411,0.7847100162323912
696895,0.7842229905307003
473170,0.7831861900101051
380915,0.7828822834796483
659763,0.7825136330544673
545984,0.7811697420969868
775959,0.780969608399096
349484,0.7801004360218947
105251,0.7784300407165745
353111,0.7768033698443675
369381,0.7767576707020547
598686,0.7766212640376928
407517,0.7761124998703444
932942,0.7760781071271474
255388,0.7729374869110015
277081,0.7709319540447614
756587,0.7708381550761199
252838,0.7707081063728713
511279,0.7690573361911193
884490,0.769009366184407
552162,0.7685210694129136
474798,0.7684600702536859
818798,0.768368795666468
896794,0.7671912216260652
313635,0.7668415449850603
605975,0.7668084274927095
728251,0.7668084274927095
769775,0.7667242140306648
567416,0.7657664230669015
816923,0.7648163520420899
914741,0.7626974392865924
876037,0.762557740686872
101801,0.7622330751705363
327410,0.7617864895716874
743732,0.759168097763352
423585,0.7583660549486306
217386,0.7581888357984885
336109,0.757573709282324
608296,0.7575339678884535
117142,0.7572353104235343
460150,0.7561431872165914
879061,0.7560629025123773
389034,0.7559192641050124
983105,0.7553966876196765
890156,0.7553122168285452
886461,0.7544241560232887
504579,0.753741263223286
959754,0.7536522269472841
480000,0.7531958554528363
292916,0.7516980487565039
440869,0.7499650992981368
675986,0.7493176073924311
208294,0.7485552791548619
578060,0.7470276214418874
606588,0.7464282614874524
662595,0.7456858115770585
696436,0.7450029693765028
860564,0.7432236957565204
678360,0.7431529076951782
677616,0.7430752779788086
388765,0.7428809102187557
397528,0.7427829361636387
761743,0.7425293195666458
566643,0.7405823588743355
226569,0.7404445777335802
584103,0.7393355311617336
632054,0.7386983415902453
919629,0.738118052373218
736971,0.7381066802909382
484656,0.736600064424644
159684,0.7359844054091791
391793,0.7354951517325421
943184,0.7354001702960316
581508,0.7346558297996555
555309,0.7341429406733917
256451,0.7336136827666686
688855,0.733569733009541
816282,0.7335555647628342
470949,0.7334128915979716
792271,0.7331793085378382
892565,0.7299489191525662
154287,0.7280500321459323
603592,0.7273265680918342
644849,0.7271568140186717
154371,0.7263013614308124
289641,0.7263013614308124
797579,0.7258961960661865
722867,0.7256745037161298
504791,0.7249815110367106
804105,0.7249040019451679
119902,0.7244890985394219
996653,0.7244432771209715
431152,0.7243367796450357
898959,0.7234075640026578
736873,0.7230670643335708
788683,0.7225852191713502
243757,0.7222501868705387
145291,0.7221443598409044
482963,0.7200979565158754
485400,0.7196203676488454
189290,0.7195091667303813
388416,0.7192398355814749
467741,0.7187178736986836
550966,0.7185909057882764
476713,0.7175476596877965
977955,0.7171698116669124
211043,0.7169881118156773
751237,0.7168432581468016
239402,0.7158648951407208
539662,0.7155701806655954
440844,0.7147108490362909
169659,0.7145017483993374
227213,0.7129765631651368
520039,0.7113527806949306
580315,0.7104272345726691
946777,0.708329700567834
224818,0.7077727683619053
705780,0.7077694775921448
583607,0.7070514839065806
411323,0.7067626900477284
989584,0.7067050567465555
849091,0.7063679468790616
271874,0.7054458489608642
464105,0.7033773273812749
301650,0.7032114267635372
158044,0.7023472160833067
900619,0.6995839914110218
200830,0.6988785140583125
220053,0.6981105336958764
221875,0.6979127624470758
756848,0.6979045777370754
126749,0.6963908703902637
321618,0.6963324976594514
863171,0.6957299682233313
282265,0.6956933306212001
550383,0.6951226150389436
497484,0.6946738080109695
214452,0.6946277720000218
579193,0.6931509943169725
666911,0.6928881255233257
248876,0.6919608480856814
362859,0.6911909147381625
753568,0.6911811343074727
984783,0.6908538133165687
891932,0.6904821827465493
726908,0.6897738862304397
104414,0.6892277121137012
944681,0.6889840025100578
133813,0.6887898611186853
791237,0.6887505203526236
202097,0.6884153463800332
477565,0.6883485518718157
192338,0.6876959853798614
514714,0.6869835583222856
968785,0.6859505755331718
158493,0.685195032191303
218503,0.684954038351785
172677,0.6845908065239759
830050,0.6839194720872206
878284,0.6832910010522129
142670,0.683189760910976
265175,0.6831584561908732
987459,0.6827590609386633
874747,0.6827174861579524
921476,0.68235247391548
911690,0.6819595475739637
742332,0.6807567488288295
130329,0.6794496073642542
472423,0.6787973867657784
128267,0.6787155026752419
900638,0.6785397228657208
876322,0.6780629349562625
429922,0.6778479555376971
615766,0.6773488924258102
440283,0.6756342213741883
714967,0.6751646980915373
259606,0.6747720818733389
661488,0.6745937948755463
727688,0.6735411416808081
149535,0.6731735111855653
710696,0.6729413845079155
791895,0.6724310596769387
334116,0.6722106721563018
449227,0.6719856127558063
143522,0.6712861004568639
898360,0.671084764776744
885072,0.671069141758653
867074,0.6709855914962959
187303,0.6706516700378008
651639,0.6702522487163541
653335,0.670015329843453
915981,0.669853602407863
548878,0.6696352425559757
819642,0.6695256583850444
901602,0.6693180650355077
409535,0.6688463860575133
565264,0.668033008142437
516580,0.6675886335165606
396977,0.6672503481011192
215183,0.6665765070609427
602360,0.6665765070609427
522732,0.6660407506333861
234561,0.6658013786881685
579268,0.6646843237310874
686362,0.6629811862716561
425530,0.6624709033038103
376537,0.6624182495387774
495491,0.6615544258741233
573043,0.6610501074441473
950632,0.6609178162494991
288862,0.6607012477026178
496015,0.6595067056811847
595599,0.6594675319507375
261742,0.6589000966934356
467872,0.6573037492673575
306701,0.6572404339954578
260700,0.6571978667062293
947346,0.65719348406711
992584,0.6566261365713391
316026,0.6564337076713245
445874,0.6564156702438562
986120,0.6557703892230626
349631,0.6553837445632871
343972,0.6546593926802973
603878,0.6543964510026686
599266,0.6542507875567072
812207,0.6542507875567072
202576,0.6539111040913548
875053,0.6532617279562798
562860,0.6519511652871723
828143,0.6519233872119747
524079,0.6514980283109035
320766,0.6510251078771696
552893,0.6504740473528646
579806,0.6503773295762583
721139,0.6499964380199296
966868,0.6499142528675443
152165,0.6497908469816567
259069,0.6496865180258363
360588,0.6496401931145441
198686,0.6484809032646487
