customer_number,berlangganan_deposito
851658,0.9319799800998736
271052,0.9271425576265878
964667,0.9260747652027711
372634,0.9258237732837187
854992,0.9235431840202161
803353,0.9230148935988461
101921,0.9163873885329394
234831,0.9138044040525488
308180,0.9092343788388202
137499,0.9054702563997157
499141,0.9038351581850357
255911,0.9028006060117627
171112,0.9026268200002825
571017,0.9008436869850636
613068,0.8994186464560353
280330,0.8993837182422646
711413,0.8975447208040677
562381,0.8970338945823351
166739,0.893963303154921
839604,0.8927778767298049
110682,0.8892569435334656
931516,0.8871924496588249
531282,0.8852177812126194
931973,0.8822850510571318
510296,0.8792193870727263
146998,0.8757483526415902
927444,0.8737544047408093
914877,0.8706855260131265
642460,0.8687716284207554
758564,0.8684078834270313
284049,0.8675887261617407
649468,0.8668433888917375
964045,0.8666715748469984
267464,0.8652292397026324
963981,0.8597453029597197
498054,0.8568692020412292
191166,0.8560833408468905
979210,0.8548520572525831
392600,0.8544694912138002
201370,0.854317623372034
276813,0.8531197484667106
906213,0.8530386592556082
387586,0.851644305078763
752091,0.8427003820590125
902979,0.839306055504693
809150,0.8359594524987541
575794,0.8310266125642953
927943,0.8300676462590661
268355,0.8270538629914685
289739,0.826084098484091
491323,0.8251786757862786
687587,0.8238608407141259
329629,0.8219846143288936
182840,0.8212203535449405
763035,0.8211042114097264
815631,0.8190620527400025
639811,0.8172096032717149
355823,0.8156483088954063
271805,0.8141204872019543
156228,0.8113611736904373
484324,0.809269344118304
284252,0.8083020975405915
978162,0.8076443484656916
298642,0.8070700410320055
277081,0.8068728866275511
103998,0.8062393793797237
623292,0.804762339906223
550841,0.8045060909369975
426816,0.8028895612438395
764804,0.8023392702844425
940723,0.8012428798258151
623306,0.8009076595160561
867754,0.7990706055601464
206907,0.7983263814248351
735226,0.7950000843168464
302011,0.794092724096538
389765,0.7918027147573934
314571,0.791656079239284
756587,0.7903922740604842
775959,0.7876865272664412
199498,0.7874263668988043
214976,0.7853573418347858
620716,0.7851524834134489
112831,0.7846612657964551
902609,0.7846110666868806
878284,0.7833094195653502
662595,0.7825387890392708
615589,0.7821531347901127
932942,0.7812623952327363
659763,0.7807201589853268
273368,0.779648115296214
438154,0.7756609819406813
890156,0.7749721899393021
225225,0.7746534122898445
228584,0.7744983214088696
277174,0.7730968117816053
769817,0.772942871397635
190848,0.7728560614626441
373512,0.7675841746246803
750141,0.7655294561459716
769775,0.7643555285149299
205477,0.7633569576585306
761571,0.7632431290531584
762735,0.7629267891589164
794380,0.7623655537190082
232710,0.7576474747845969
159217,0.7546518343473992
732217,0.7545774981617316
866592,0.751937183680975
452537,0.751937183680975
113787,0.751937183680975
313635,0.7518359959128755
327410,0.7502791359503909
605613,0.7500955222057507
183560,0.7499379316982504
696895,0.7497217173094325
656761,0.7480107436833401
665637,0.7466636879220195
919629,0.7454204822400294
474798,0.7453645965074409
490388,0.7445340633695006
308241,0.7420074979133893
810870,0.7420048326398051
154287,0.7413046425219376
705780,0.7372793497037066
126749,0.7370169956448906
364446,0.7361607563405039
296954,0.7352923811947742
606588,0.7349675785247142
504579,0.7343292336970579
327029,0.7343215468856498
879061,0.7336769309305167
374073,0.7335743624211697
538802,0.7315628283705191
205418,0.7286446959756149
263547,0.7279009482002251
729890,0.7278963913026162
255646,0.7255853917945859
884490,0.7249964614253881
744042,0.7249930843352359
843645,0.7249919331814781
440869,0.7244988412342211
885067,0.7230332991097903
227213,0.719628471494894
181282,0.7181730548181497
246540,0.7171166720789879
220053,0.714113694557348
539662,0.713748917116475
661547,0.7125062756222971
385403,0.711934798797673
494854,0.711182182291465
579193,0.7103038982412162
552162,0.7099010648840766
801340,0.7076726662265823
884682,0.7055862776553554
887939,0.70557714820714
152544,0.7054720098595373
705735,0.7047073991071859
407517,0.702851362127684
828143,0.7022356058956738
121010,0.7019933764361975
737948,0.7008333740892125
583607,0.7006307108542396
584103,0.7000471601154655
804105,0.699801416801002
608296,0.6990224897460078
780521,0.697203345765183
169411,0.6964042520572566
130329,0.696040017466457
814606,0.695874807384188
652792,0.6952167961983454
581508,0.6944999505205642
293139,0.6941088860459006
701739,0.6937483491055021
640308,0.6933132390719429
380915,0.6928624351331722
538155,0.6918691681626723
977955,0.6914014484404061
349484,0.6905720721733785
876037,0.6902554631373122
761743,0.6875301710490144
598727,0.687013520547318
566643,0.6858438517897766
764725,0.6857857421419329
944681,0.6855300149508947
649145,0.6831111468689879
736873,0.681655292499834
211043,0.6814425456446302
678360,0.6804905949821671
465701,0.6800679753644086
892565,0.6794735907328511
959754,0.6785771561275215
545984,0.6783560018139633
970477,0.6778773698122198
974186,0.6756825375175075
467087,0.6751820203488388
460150,0.674970370306498
143522,0.6738811628725098
598686,0.6738113030109236
512879,0.6730621040877571
573043,0.6728680411958754
